id,External URI,Type,Number of Bio Materials,Bio Material External Id,Bio Material Organism,Bio Material Species,Bio Material Genus,ID,ENTRY,ROW,RANGE,REP,Box,Order,,field packet stem id
2e26c6d0-90e4-44a6-ac8c-b7920ea028eb,,,0,,,,,Wesreo,194,7,3,1,3,9,3,ST50PKT0YYP1
d2a775c1-103a-4fe1-9e17-75569e07c0c5,,,0,,,,,IB 1337,92,8,3,1,4,9,3,ST50PKT0YXFZ
c20fe433-0449-423c-bead-ab36c2d0f3d1,,,0,,,,,DELTA,62,9,3,1,1,15,3,ST50PKT0YX4Y
ca65eff8-3214-48d9-a5b8-dea18627ec0c,,,0,,,,,Stubby,164,1,4,2,1,4,4,ST50PKT0YYF0
668a0e53-b934-4e6d-a4f6-6595504c18d1,,,0,,,,,Drakkar,68,10,4,2,2,16,4,ST50PKT0YZ01
d351d27b-bcf1-4c5f-ba3c-b81bdc879ca0,,,0,,,,,BLN 156,28,11,4,2,3,16,4,ST50PKT0YYVV
c0bcfe8a-a414-4c3a-ac8c-509b9ecd2900,,,0,,,,,Topas,180,12,4,2,4,16,4,ST50PKT0YYKJ
75768d8e-d5f0-49b1-8e8f-34abc7601d68,,,0,,,,,Bugle,41,13,4,2,1,22,4,ST50PKT0YWZ5
1c3441f0-5984-4400-8aa0-5f3de50133dc,,,0,,,,,EURORA,75,14,4,2,2,22,4,ST50PKT0YX8V
464270fd-a197-4fdb-9a40-eef318a650f7,,,0,,,,,989,2,15,4,2,3,22,4,ST50PKT0YYRY
fe849d61-fc7a-4d12-a3e7-b5d510240ca3,,,0,,,,,Mestnij,115,16,4,2,4,22,4,ST50PKT0YXNS
5a1c80e4-683e-473a-9e66-e7fa97686537,,,0,,,,,Zephyr (DW-Zephyr),202,17,4,2,1,28,4,ST50PKT0YYQP
39a72006-fab1-438e-8e15-5df2c8bf244c,,,0,,,,,KONGO,101,18,4,2,2,28,4,ST50PKT0YXJL
5f1c7105-b07a-4b1f-a4f7-8cd6fc93e461,,,0,,,,,Capitol,46,19,4,2,3,28,4,ST50PKT0YX0G
6994e2f2-f4d4-48fe-a9fa-5163830f8a68,,,0,,,,,Lantern,104,2,4,2,2,4,4,ST50PKT0YXK7
b4d37b91-6a1d-42eb-b42c-251dc766231e,,,0,,,,,WILLI,199,20,4,2,4,28,4,ST50PKT0YZG7
844ce35f-ee52-496b-b974-36bfd270fadc,,,0,,,,,Inca x Contact,94,21,4,2,1,34,4,ST50PKT0YXGB
b162d2fd-4c72-4373-90c9-85f96f7b5940,,,0,,,,,Flinders TTC,78,22,4,2,2,34,4,ST50PKT0YZ1B
e1a6e616-cea2-4699-a292-b151a813f5d3,,,0,,,,,Ag-Muster,10,23,4,2,3,34,4,ST50PKT0YWR2
d7c983f1-1943-4033-b5af-1645f17d9569,,,0,,,,,Oro,131,24,4,2,4,34,4,ST50PKT0YXXV
eafbface-aab0-4706-83d6-5046ea6fb340,,,0,,,,,Excalibur,76,25,4,2,1,40,4,ST50PKT0YX95
9ed5e760-f50d-4012-99b7-d348f35e3f78,,,0,,,,,GOLDEN,82,26,4,2,2,40,4,ST50PKT0YXC3
33d929fe-a438-492d-86fa-68dcc4a39288,,,0,,,,,VIGE DH1,187,27,4,2,3,40,4,ST50PKT0YYMG
4ef235fc-dd5f-4bd5-86a8-de316cabd6ba,,,0,,,,,OSCAR,132,28,4,2,4,40,4,ST50PKT0YXY5
6a216bd7-1232-4daa-8855-00e34d9c9b2c,,,0,,,,,Doral,67,29,4,2,1,46,4,ST50PKT0YX6L
1b017c08-60e3-4b52-91f8-c8a13b2d0dda,,,0,,,,,Diamond,64,3,4,2,3,4,4,ST50PKT0YYZD
d853f11c-71cc-41d0-a793-d253199bf4b7,,,0,,,,,RESTON,148,30,4,2,2,46,4,ST50PKT0YZ83
a8c30a08-cac5-4f27-8b18-8e4385c7f12b,,,0,,,,,NARENDRA,123,31,4,2,3,46,4,ST50PKT0YXRC
12d02b99-7869-4dd6-82f6-d0f817770877,,,0,,,,,ATR-Hyden,19,32,4,2,4,46,4,ST50PKT0YWTB
84169943-d8b7-4ecf-a62d-916d0b254113,,,0,,,,,CBWA-Trigold,50,33,4,2,1,52,4,ST50PKT0YYYR
17904c41-9e31-4130-8120-dc28df229abe,,,0,,,,,GROENE GRONINGER SNIJMOES,83,34,4,2,2,52,4,ST50PKT0Z1PN
6cf5a285-2363-4225-a115-34dbca386e22,,,0,,,,,WESBELL,192,35,4,2,3,52,4,ST50PKT0YZF8
8d0a2390-bef6-44fe-8fdb-4f491ca0f890,,,0,,,,,Zhongshu-ang N0.4,203,36,4,2,4,52,4,ST50PKT0YYR0
5fa9ce27-732a-4739-9082-37af806e9edf,,,0,,,,,RZ6,153,37,4,2,1,58,4,ST50PKT0YY9G
0c08ba41-2e7d-4931-ad9e-94fbf653675a,,,0,,,,,Castille,47,38,4,2,2,58,4,ST50PKT0YYYF
ae5092b3-c079-46c3-a9ff-66506448f60b,,,0,,,,,Vision,188,39,4,2,3,58,4,ST50PKT0YYMS
f675ec09-a520-49aa-9953-a28082f563fd,,,0,,,,,Dwarf Essex,72,4,4,2,4,4,4,ST50PKT0YX7W
e50164c4-7621-42b0-970b-bba7432464e7,,,0,,,,,Tribune,182,40,4,2,4,58,4,ST50PKT0YYL5
50cbcd96-88d0-48f1-a6e7-3ba39d2d9d9b,,,0,,,,,Marlin,110,41,4,2,1,64,4,ST50PKT0YXM5
46131609-b4d5-4185-a159-60138b61e254,,,0,,,,,WEIHENSTEPHANER,190,42,4,2,2,64,4,ST50PKT0YYNF
082bb4d8-7474-4a2e-8d39-8b5f5472350e,,,0,,,,,BLN 270,31,43,4,2,3,64,4,ST50PKT0YYWH
d501444a-7326-43d4-b7d1-9104d70c7126,,,0,,,,,Dunkeld,70,44,4,2,4,64,4,ST50PKT0YX77
243aa256-7c1c-4de8-85e8-fbfea3fb0848,,,0,,,,,NINDOO,124,45,4,2,1,70,4,ST50PKT0YXRP
a0890771-5121-400a-8539-98ea825d8553,,,0,,,,,Beacon,26,46,4,2,2,70,4,ST50PKT0YWWL
d7a2776a-47d3-4fb9-a223-711f4cce431c,,,0,,,,,N01D-1330,121,47,4,2,3,70,4,ST50PKT0YXQQ
f70cf3d6-c04a-445f-b623-97bcf1560382,,,0,,,,,PURLER,139,48,4,2,4,70,4,ST50PKT0YY58
2b7356ad-c4a7-4e1f-a834-4474fc5bc4cf,,,0,,,,,BAROSSA,24,49,4,2,1,76,4,ST50PKT0YWVY
b48a48de-673f-4a01-823a-2401ce1750de,,,0,,,,,MADRIGAL x RECITAL DH LINE,108,5,4,2,1,10,4,ST50PKT0YXLJ
e6ffc73c-3b49-484c-aa1e-e13db71cda09,,,0,,,,,SCOOP,155,50,4,2,2,76,4,ST50PKT0YZ9D
b48ad67a-e3ef-4c59-9faf-43c22bec805e,,,0,,,,,IB 1368,93,51,4,2,3,76,4,ST50PKT0YZ3X
cfab4ccb-967b-430b-a8ec-a68cdb05e7ec,,,0,,,,,Wesway,198,52,4,2,4,76,4,ST50PKT0YYPQ
4d41909e-3e36-4dd9-a446-3bc7bb92db65,,,0,,,,,OLGA,130,53,4,2,1,82,4,ST50PKT0YXXJ
2783f8f0-d5fb-4f44-8818-e13cb0d673e8,,,0,,,,,LICROWN X EXPRESS DH LINE,107,54,4,2,2,82,4,ST50PKT0YXL6
94a9cbee-26d2-4b0e-b77f-4b3cb2bbabc1,,,0,,,,,Warrior CL,189,55,4,2,3,82,4,ST50PKT0YYN3
77a29506-f0d9-49f7-9196-689b1b77fd44,,,0,,,,,ASAHI,16,56,4,2,4,82,4,ST50PKT0YYSL
2d3031f0-74d2-4c54-a74b-580355b86eb4,,,0,,,,,IB 1337,92,57,4,2,1,88,4,ST50PKT0YXG0
fe7f9d4d-4eec-4683-967d-b2474b9093b7,,,0,,,,,REGENT,147,58,4,2,2,88,4,ST50PKT0YY7V
33b6a4fe-8064-445f-9d07-2d18d8b59e66,,,0,,,,,ATR-Eyre,18,59,4,2,3,88,4,ST50PKT0YWT0
d959cea1-a41d-4177-88df-08a8e9568dae,,,0,,,,,Ag-Saphire,12,6,4,2,2,10,4,ST50PKT0YWRQ
e0fbf234-7c2e-41f5-b0ec-9c9fd773412b,,,0,,,,,Q100,140,60,4,2,4,88,4,ST50PKT0YY5L
e3dff2cc-ce0b-4aed-94f0-7b80900e373c,,,0,,,,,MONTY,118,61,4,2,1,94,4,ST50PKT0YXPR
cfd36429-9fb1-4ba1-9501-5b025dbe3719,,,0,,,,,Surpass 603CL,167,62,4,2,2,94,4,ST50PKT0YYFN
1598af41-bbd8-4588-9830-2e414aefd1aa,,,0,,,,,Cobbler,55,63,4,2,3,94,4,ST50PKT0YX31
43305e41-5d2c-418a-8e65-2fbea58fbf7e,,,0,,,,,"""POH 285, Bolko""",137,64,4,2,4,94,4,ST50PKT0YY4Y
e2ad845c-48dc-4184-bc4d-63557b6c2cda,,,0,,,,,GEM,80,65,4,2,1,100,4,ST50PKT0YXBG
e5be8334-33ed-4762-b213-e721282401fe,,,0,,,,,RAPID CYCLING RAPE (CrGC5),146,66,4,2,2,100,4,ST50PKT0YY7J
c1923a6c-e90e-4e4c-865d-260d32c591dc,,,0,,,,,Cabernet,42,67,4,2,3,100,4,ST50PKT0YWZH
ca9676b4-8354-41a3-be6f-eb8d59c8daab,,,0,,,,,Matador,113,68,4,2,4,100,4,ST50PKT0YXN4
805ec406-0923-4123-ab97-570a3f899bea,,,0,,,,,Surpass 404CL,165,7,4,2,3,10,4,ST50PKT0YZB1
aac1ddc1-f477-477a-86fa-4a3842e2b9a3,,,0,,,,,BLN 287,34,8,4,2,4,10,4,ST50PKT0YYXG
8abf6949-567a-4ce5-b5f4-c1d1ea0b1b27,,,0,,,,,Palmedor,133,9,4,2,1,16,4,ST50PKT0YXYH
8e146016-85d7-4946-9082-589471be31bf,,,0,,,,,SURPASS400-024DH,168,1,5,2,1,5,4,ST50PKT0YYFZ
0581bb97-f36f-4c7f-a1a6-6162481735b9,,,0,,,,,Tawriffic TT,175,10,5,2,2,17,4,ST50PKT0YYHX
abbfb091-57cf-4c9a-b203-f6fe14c9d017,,,0,,,,,KARAT,99,11,5,2,3,17,4,ST50PKT0YXHY
150ebc30-f1bc-4a23-b41c-0713b97723d9,,,0,,,,,WESBARKER,191,12,5,2,4,17,4,ST50PKT0YZDY
89090b31-30fd-4270-bfef-e4c31ae1fb61,,,0,,,,,CYCLONE,61,13,5,2,1,23,4,ST50PKT0YYZ2
cac79739-bd37-4fdb-9db5-853f5373364b,,,0,,,,,Tarcoola,174,14,5,2,2,23,4,ST50PKT0YZCB
0ba88707-1d19-40cf-91b9-5fef60579181,,,0,,,,,Marnoo,111,15,5,2,3,23,4,ST50PKT0YXMH
b97b9de9-878e-4570-9008-9b0e5cadd307,,,0,,,,,Nugget,128,16,5,2,4,23,4,ST50PKT0YXSN
12ffca1f-7875-490c-a7dd-2b88fa52fcfa,,,0,,,,,CRESOR,57,17,5,2,1,29,4,ST50PKT0YX3P
1782c3f2-c943-47df-a4e7-e0be559e30cb,,,0,,,,,N02D-1952,122,18,5,2,2,29,4,ST50PKT0YXR1
f22da130-c4cc-4e7a-81df-167817e16620,,,0,,,,,Samourai,154,19,5,2,3,29,4,ST50PKT0YY9S
c7e6dd2c-367d-4790-8c06-0ebc15fd5d3d,,,0,,,,,Slovenska Krajova,161,2,5,2,2,5,4,ST50PKT0YYD1
2b8689c9-6f7f-487e-b550-9e91f0191363,,,0,,,,,Kubanskij,103,20,5,2,4,29,4,ST50PKT0YZ5J
8f191df1-5035-4f3f-80b8-289d037e258e,,,0,,,,,Cabriolet,43,21,5,2,1,35,4,ST50PKT0Z1PB
347ec2d7-7798-40ea-a417-c2118c444118,,,0,,,,,Ag-Comet,7,22,5,2,2,35,4,ST50PKT0YWQ3
73552c22-8681-4ab1-8062-28f5aa257a4b,,,0,,,,,Kromerska,102,23,5,2,3,35,4,ST50PKT0YXJX
673b1490-3ac2-4183-9af4-cfae7cfd6b78,,,0,,,,,LEMBKES MALCHOWER (LENORA),106,24,5,2,4,35,4,ST50PKT0YXKW
e7fcc0f0-400a-4c3f-8c11-eb64993d586e,,,0,,,,,BLN 5,37,25,5,2,1,41,4,ST50PKT0YWXW
70d981d2-b311-47e4-9b68-0689dfcaa598,,,0,,,,,Bronowski,40,26,5,2,2,41,4,ST50PKT0YYY3
054ec779-f2ca-481a-8d49-29a93212bf4f,,,0,,,,,Verona,186,27,5,2,3,41,4,ST50PKT0YYM4
9dc369ad-0c85-4ce0-966e-aef3753c5489,,,0,,,,,Masoweiki,112,28,5,2,4,41,4,ST50PKT0YXMT
d69b71be-8e02-4617-893c-cb64ec278137,,,0,,,,,NORIN,127,29,5,2,1,47,4,ST50PKT0Z1P0
041215af-c8d3-422c-aad3-f73f6efd2541,,,0,,,,,Huayou 8,89,3,5,2,3,5,4,ST50PKT0YXF1
d19d9176-b215-4520-a820-bc16756de41d,,,0,,,,,SIBERISCHE BOERENKOOL,158,30,5,2,2,47,4,ST50PKT0YYC2
9c84733d-ade8-4ff2-b3c8-14e7b0f9cb7d,,,0,,,,,TI 10,177,31,5,2,3,47,4,ST50PKT0YYJK
e57472b5-21e5-4d55-b492-89a3177dc1f2,,,0,,,,,ZIRCON,204,32,5,2,4,47,4,ST50PKT0YYRB
13fef72f-c379-446a-84a9-ae82661c3e34,,,0,,,,,Janetzkis Schlesischer,98,33,5,2,1,53,4,ST50PKT0YXHM
083b03b2-cce0-41ef-b339-d7eb8a069bc4,,,0,,,,,Ding110,66,34,5,2,2,53,4,ST50PKT0YX5Y
534e6aad-6154-4ecb-aeda-e3717e44d66a,,,0,,,,,TANTAL,172,35,5,2,3,53,4,ST50PKT0YYGY
84bcfbf2-a4c4-405f-b0e9-052dd319772a,,,0,,,,,BRAUNER SCHNITTKOHL,38,36,5,2,4,53,4,ST50PKT0YWY6
6e50546f-977f-4d58-bb60-caddb98c0d7f,,,0,,,,,CSR18,59,37,5,2,1,59,4,ST50PKT0YX4B
6a3fbd94-a26e-4e10-975b-f62a676bc1a7,,,0,,,,,Pioneer 7,134,38,5,2,2,59,4,ST50PKT0YY3N
808b6fb7-417c-47cc-9d42-52783f88d1c3,,,0,,,,,GSL1,84,39,5,2,3,59,4,ST50PKT0YXCF
528a3989-02f9-4aaa-9618-a0d094a7c622,,,0,,,,,ABUKUMA NATANE,5,4,5,2,4,5,4,ST50PKT0YWPG
20c7785b-3d4f-4c45-953c-e938aba66b46,,,0,,,,,BLN 329,35,40,5,2,4,59,4,ST50PKT0YYXS
dd3203b0-2e5b-4396-b829-6dcf54448de1,,,0,,,,,Ningyou 8,126,41,5,2,1,65,4,ST50PKT0YXSB
b1a35c7b-d57d-418b-9af1-b0fbe28c82f0,,,0,,,,,RZ5,152,42,5,2,2,65,4,ST50PKT0YY94
aa25f28d-d610-4189-84ce-aa0211273924,,,0,,,,,988,1,43,5,2,3,65,4,ST50PKT0YWNH
8aa43b26-b4d8-4335-af01-19a92a64a461,,,0,,,,,EUROL,74,44,5,2,4,65,4,ST50PKT0YX8J
09f2efe5-a5ee-4eac-b56a-6307c196a90a,,,0,,,,,CBWA-Tribune,49,45,5,2,1,71,4,ST50PKT0YX13
7e87cdba-cc03-4cd7-a9b8-4d41dd774926,,,0,,,,,Eyre,77,46,5,2,2,71,4,ST50PKT0YX9H
0409dc3c-883c-4947-b621-a68d5eb8f170,,,0,,,,,Baltia,23,47,5,2,3,71,4,ST50PKT0YWVM
e0fa4adf-c8b9-4534-bf6b-492fea92923f,,,0,,,,,CHINA C,53,48,5,2,4,71,4,ST50PKT0YX22
1b8644c7-d327-46d1-af40-eedb1b855068,,,0,,,,,DERBY,63,49,5,2,1,77,4,ST50PKT0YX59
7eb1335e-86fb-4e43-8c91-89cad1ecee82,,,0,,,,,TOWER,181,5,5,2,1,11,4,ST50PKT0YYKV
2ccf9b95-4c44-4c1e-86f5-4506f6c78478,,,0,,,,,Huron x Navajo,90,50,5,2,2,77,4,ST50PKT0YXFC
1f1ac07a-02af-4ce5-8bb3-e45c53909660,,,0,,,,,Quinta,141,51,5,2,3,77,4,ST50PKT0YY5X
769bd3d9-e0a0-4406-ac03-bcf6a97a6af9,,,0,,,,,PIVOT,136,52,5,2,4,77,4,ST50PKT0YY4M
df862076-edc4-4859-aff2-ca344b2facd9,,,0,,,,,AG-Castle,6,53,5,2,1,83,4,ST50PKT0YWPS
ac5518e4-7e4e-489e-9224-fa9d8c5bf40b,,,0,,,,,Hytec Trophy,91,54,5,2,2,83,4,ST50PKT0YZ3L
411e495c-3c86-4458-9694-28072233ca8e,,,0,,,,,Hakuran,85,55,5,2,3,83,4,ST50PKT0YXCR
40eb3d2b-f46a-43a6-9aaf-183459136bc2,,,0,,,,,Georgie,81,56,5,2,4,83,4,ST50PKT0YXBS
0ed81507-7e86-4914-99d3-cd45612ae000,,,0,,,,,BLN 279,33,57,5,2,1,89,4,ST50PKT0YYX4
18489ab3-4fb8-4b81-9cc5-9cc59a8f4145,,,0,,,,,TI1 PINNACLE,178,58,5,2,2,89,4,ST50PKT0YYJW
66b21d96-6239-4785-be0e-b24419618e53,,,0,,,,,Trooper,185,59,5,2,3,89,4,ST50PKT0YYLT
63851198-47dc-4c6c-b8d6-af96a38bb5d9,,,0,,,,,Rocket,149,6,5,2,2,11,4,ST50PKT0YY85
5ad45a2e-df9a-46d2-b4b7-bc645fde008c,,,0,,,,,WESTAR DH,197,60,5,2,4,89,4,ST50PKT0YYPD
aaab56dc-e1ce-42f4-bc78-d8033d48571d,,,0,,,,,Garnet,79,61,5,2,1,95,4,ST50PKT0YXB4
0439b2eb-11ee-4f84-98ac-0b091dbd0b66,,,0,,,,,Coriander,56,62,5,2,2,95,4,ST50PKT0YX3C
d2af8058-eab1-4d07-89b8-09031049e31a,,,0,,,,,ERGLU,73,63,5,2,3,95,4,ST50PKT0YX86
bbf388c4-ba48-44b6-8a48-80677240d5ac,,,0,,,,,991,3,64,5,2,4,95,4,ST50PKT0YWNT
1ac55382-4760-41a7-b29c-2168c0a98a44,,,0,,,,,Ag-Emblem,9,65,5,2,1,101,4,ST50PKT0YWQR
b7b5a05b-afd2-4a75-8fbb-76d4049f329c,,,0,,,,,Catana,48,66,5,2,2,101,4,ST50PKT0YX0S
d65e44cf-2089-458f-bb19-2018b3f26ee5,,,0,,,,,RAFAL DH1,142,67,5,2,3,101,4,ST50PKT0YY67
cb70b7b3-6197-4321-93b3-5c17092a8f94,,,0,,,,,Tina,179,68,5,2,4,101,4,ST50PKT0YYK6
3ce9631a-de6f-49a9-9090-5a3e1fa1ae5b,,,0,,,,,SHIRALEE,157,7,5,2,3,11,4,ST50PKT0YYBR
62eb2834-414c-4bbe-b77b-35f09053dcb8,,,0,,,,,RAINBOW,143,8,5,2,4,11,4,ST50PKT0YY6K
b169e837-a36f-4b46-901a-c729f0e99780,,,0,,,,,CLANCY,54,9,5,2,1,17,4,ST50PKT0YX2Q
58d1593d-5477-4f07-a661-e32a00997682,,,0,,,,,BravoTT,39,1,6,2,1,6,4,ST50PKT0YWYJ
424de57a-f137-46ef-8c1a-0101b4fe51c1,,,0,,,,,CRESUS,58,10,6,2,2,18,4,ST50PKT0YX40
1fdd825a-48c9-4519-ba41-d7fea8f18bc7,,,0,,,,,Ningyou 7,125,11,6,2,3,18,4,ST50PKT0YXS0
2c52bdfe-570a-4401-955f-bd5488747050,,,0,,,,,BLN 331,36,12,6,2,4,18,4,ST50PKT0YWXK
04ebcbf3-3677-496d-be53-2bd08ff1a60f,,,0,,,,,Midas,116,13,6,2,1,24,4,ST50PKT0YXP3
8818727f-4869-4228-ad18-52d5c541f804,,,0,,,,,STELLAR DH,162,14,6,2,2,24,4,ST50PKT0YYDC
e70e1579-4c6c-4b4e-bede-8d3f5e4cbe17,,,0,,,,,ATR-Beacon,17,15,6,2,3,24,4,ST50PKT0YWSP
44b20633-b369-4cad-a026-e133edfa7ca9,,,0,,,,,ALTEX,13,16,6,2,4,24,4,ST50PKT0YYS8
73315c5b-1a5e-4978-b170-b6beccb33559,,,0,,,,,Ag-Outback,11,17,6,2,1,30,4,ST50PKT0YWRD
77fb48ef-5022-46a5-a218-b3f9713f16ab,,,0,,,,,WESBROOK,193,18,6,2,2,30,4,ST50PKT0YYNR
1db7e3ea-4281-4cc3-9a9b-4ef0d0e2b6cb,,,0,,,,,BLN 198,29,19,6,2,3,30,4,ST50PKT0YWX7
0d682575-d331-442a-9ede-95faccf1c95e,,,0,,,,,SWU Chinese 2,171,2,6,2,2,6,4,ST50PKT0YZBP
f275e057-b0ac-4def-a74b-f32224e23471,,,0,,,,,TAPIDOR DH,173,20,6,2,4,30,4,ST50PKT0YYH8
bd8aa8a4-0a86-470a-ba75-3a63ad26e6e3,,,0,,,,,SV NIKLAS,169,21,6,2,1,36,4,ST50PKT0YYG9
e6f85974-a54d-4a53-968f-6b437b0b705a,,,0,,,,,MONTY-028DH,119,22,6,2,2,36,4,ST50PKT0YXQ2
f80ec201-3667-4586-869e-4b0ff5ce207c,,,0,,,,,Ramses,144,23,6,2,3,36,4,ST50PKT0YY6W
58c2b572-2906-48df-938e-d79adaf82e22,,,0,,,,,Rottnest TTC,150,24,6,2,4,36,4,ST50PKT0YY8H
f0590519-188d-4989-834a-d616c735e5ef,,,0,,,,,TRIBUTE,183,25,6,2,1,42,4,ST50PKT0YYLH
041a9b96-ecf0-4cdc-af96-c466a88ee66f,,,0,,,,,Ag-Drover,8,26,6,2,2,42,4,ST50PKT0YWQF
0c493bd3-1038-4f47-aa05-8842e48e100d,,,0,,,,,PROFIT,138,27,6,2,3,42,4,ST50PKT0YZ7G
5a95f677-ad24-49bd-acc6-ba4152e4b00c,,,0,,,,,Ceska Krajova,51,28,6,2,4,42,4,ST50PKT0YX1F
717bca0f-40b6-4aba-ab75-5bd9c4c754e5,,,0,,,,,ATR-Summitt,21,29,6,2,1,48,4,ST50PKT0YWTZ
d86bc672-d624-4a94-9e36-c682b41c7a41,,,0,,,,,RX5S,151,3,6,2,3,6,4,ST50PKT0YY8T
e59fb225-4508-4207-9727-bd5a8891f299,,,0,,,,,Stingray,163,30,6,2,2,48,4,ST50PKT0YYDP
c4eeb524-a6c2-4497-9f19-0468f3fe2877,,,0,,,,,Marasaki,109,31,6,2,3,48,4,ST50PKT0YXLV
aa2685f5-4024-4391-99b2-91c9b55fa313,,,0,,,,,HELIOS,88,32,6,2,4,48,4,ST50PKT0YXDQ
0822801e-b951-4534-9ee9-f6a4dad1efc8,,,0,,,,,BIENVENU DH4,27,33,6,2,1,54,4,ST50PKT0YWWX
aea966ee-5f1b-41e0-83dc-13514233d87b,,,0,,,,,Range,145,34,6,2,2,54,4,ST50PKT0YY76
9e5546d2-a502-41f5-9a9a-a85b6524bd1b,,,0,,,,,HANSEN X GASPARD DH LINE,87,35,6,2,3,54,4,ST50PKT0YXDD
cfa6473c-3aef-417c-85ff-0efffc085108,,,0,,,,,TRITON,184,36,6,2,4,54,4,ST50PKT0YZDM
b9058fea-8a58-4809-a5f6-bcabfc45ec75,,,0,,,,,Dimension,65,37,6,2,1,60,4,ST50PKT0YYZQ
de26526d-0da4-45e3-bdb9-ae1b7c7ae204,,,0,,,,,Xiangyou 15,200,38,6,2,2,60,4,ST50PKT0YYQ1
d9f8f35c-b8dd-4639-82c2-8a244c83bb2c,,,0,,,,,SKIPTON,160,39,6,2,3,60,4,ST50PKT0YYCQ
447bd932-d7e8-4b65-bed7-bd026716ffbe,,,0,,,,,Azuma (light Yellow),22,4,6,2,4,6,4,ST50PKT0YWV9
7703813b-7978-4123-b1f6-a8c44a492c69,,,0,,,,,KAROO-057DH,100,40,6,2,4,60,4,ST50PKT0YXJ8
e2afb19c-1476-4a88-bcbb-300bd01a39ce,,,0,,,,,Hanna,86,41,6,2,1,66,4,ST50PKT0YXD2
7414c6b0-a121-4e93-9ffb-42be7b4d88f2,,,0,,,,,MAZOWIECKI,114,42,6,2,2,66,4,ST50PKT0YXNG
3c8ac314-b47c-47df-903a-820edd6dae4e,,,0,,,,,6/06/3737,4,43,6,2,3,66,4,ST50PKT0YWP4
16517478-4bb3-477c-9a59-24d4d821ed10,,,0,,,,,SWU Chinese 1,170,44,6,2,4,66,4,ST50PKT0YYGM
29ba87eb-0be3-488e-a07e-5512b0595ec4,,,0,,,,,Insignia,95,45,6,2,1,72,4,ST50PKT0YXGN
a66484c5-a092-4beb-9ea6-86c1159fde50,,,0,,,,,BLN 273,32,46,6,2,2,72,4,ST50PKT0YYWT
cd9be98d-e7b8-4b20-9d8c-bad0ed7021a7,,,0,,,,,MYSTIC,120,47,6,2,3,72,4,ST50PKT0YXQD
313878fe-43ff-4e13-a2e1-32f68229cfcf,,,0,,,,,CANARD,44,48,6,2,4,72,4,ST50PKT0YWZT
0dc6065c-ad79-4f99-aa31-03b4bb936749,,,0,,,,,CANBERRA x COURAGE DH LINE,45,49,6,2,1,78,4,ST50PKT0YX04
de16d1bb-858c-4c49-b6e4-2dea536dd49b,,,0,,,,,SURPASS 600,166,5,6,2,1,12,4,ST50PKT0YYFB
7863d7ae-4485-4de7-a8fd-36fc09e7cbff,,,0,,,,,DELTA,62,50,6,2,2,78,4,ST50PKT0YX4Z
8fd5f2fd-2c15-4a86-a811-43c69428898f,,,0,,,,,Apex,14,51,6,2,3,78,4,ST50PKT0YWS1
8e1d710e-8047-402f-a07b-b1b63a9e47f4,,,0,,,,,CUBS ROOT,60,52,6,2,4,78,4,ST50PKT0YX4N
e21c5f3d-5335-4d9d-aa75-0fa1843e5a67,,,0,,,,,LEGEND,105,53,6,2,1,84,4,ST50PKT0YXKK
89f9f144-cd51-4592-8fda-51a23dab38e0,,,0,,,,,SINUS,159,54,6,2,2,84,4,ST50PKT0YYCD
f416e5d9-4b9b-41bc-a04f-ed80e89a039f,,,0,,,,,OAC TRITAN,129,55,6,2,3,84,4,ST50PKT0YXX6
116c3f74-1586-40ce-9374-9e153ac16e39,,,0,,,,,"""MOANA, MOANA RAPE""",117,56,6,2,4,84,4,ST50PKT0YXPF
d12e3dce-9f48-4a23-8d2e-b7d18c24738c,,,0,,,,,Westar,196,57,6,2,1,90,4,ST50PKT0YZFX
d1563037-f0dc-48f5-ad78-d57e6aaddb2f,,,0,,,,,YICKADEE,201,58,6,2,2,90,4,ST50PKT0YYQC
ae9a5b2b-5963-4527-b122-d3d34e07f374,,,0,,,,,BLN 199,30,59,6,2,3,90,4,ST50PKT0YYW5
081502b1-b2e9-4a28-ad6a-846f54630160,,,0,,,,,Temple,176,6,6,2,2,12,4,ST50PKT0YYJ7
2039831f-ccc7-4e52-97f7-711d6dc84fca,,,0,,,,,BC5 TOWER,25,60,6,2,4,90,4,ST50PKT0YWW8
08558891-13f4-4719-9e76-f0809a54bef6,,,0,,,,,JADE,97,61,6,2,1,96,4,ST50PKT0YXH9
df8e15c8-7135-49c0-b5dc-50cf3a70b986,,,0,,,,,IWANAI,96,62,6,2,2,96,4,ST50PKT0YXGZ
8c41bf2e-28c6-439a-bc09-0089cc65a6ba,,,0,,,,,SHANNON x WINNER DH LINE,156,63,6,2,3,96,4,ST50PKT0YYB3
ae2af97a-53b7-4be5-a49b-be24b869e9e8,,,0,,,,,ATR-Spectrum,20,64,6,2,4,96,4,ST50PKT0YWTN
6db32e50-25a2-472b-9218-70ffc95fe0a6,,,0,,,,,Wesreo,194,65,6,2,1,102,4,ST50PKT0YYP2
878f95df-fca0-4c48-aba0-eac169f2912b,,,0,,,,,ARGENTINA,15,66,6,2,2,102,4,ST50PKT0YWSC
726bf587-1575-45b4-8bbc-47aa5f609c68,,,0,,,,,Duplo,71,67,6,2,3,102,4,ST50PKT0YX7K
